hotel_type,lead_time,arrival_month,weekend_nights,week_nights,adults,children,meal_plan,country,parking_requests,room_price,is_canceled
City Hotel,250,Jun,0,3,1,1.0,FB,Germany,1,107.18,0
Resort Hotel,340,Mar,1,1,4,0.0,FB,UK,0,101.36,0
Resort Hotel,101,Apr,1,5,2,0.0,HB,UAE,2,83.95,1
Resort Hotel,83,Jun,2,8,2,3.0,BB,USA,1,125.71,0
City Hotel,222,May,4,7,3,0.0,SC,UK,0,155.99,1
City Hotel,354,Feb,0,3,4,1.0,FB,USA,1,53.62,1
City Hotel,291,Sep,1,5,2,0.0,SC,UAE,0,119.45,1
City Hotel,156,Feb,2,5,4,0.0,BB,Germany,0,150.12,1
Resort Hotel,99,Aug,2,8,3,3.0,BB,France,1,134.12,0
City Hotel,253,May,0,6,2,1.0,BB,India,0,139.03,1
Resort Hotel,226,Jul,2,3,2,1.0,BB,Germany,1,144.87,1
Resort Hotel,240,Jun,2,7,1,3.0,SC,Germany,0,138.02,1
City Hotel,113,Nov,4,1,3,3.0,FB,France,0,59.25,1
City Hotel,144,Feb,1,2,4,2.0,SC,UK,0,146.44,1
Resort Hotel,243,Apr,4,7,4,2.0,BB,UK,2,96.06,0
City Hotel,337,Dec,2,2,1,3.0,HB,USA,0,111.24,1
City Hotel,344,Sep,3,2,3,2.0,FB,UAE,0,137.12,1
City Hotel,69,Jul,0,7,4,0.0,SC,India,2,117.57,1
City Hotel,204,Jan,2,4,4,1.0,SC,USA,2,78.51,1
Resort Hotel,12,Apr,2,9,1,2.0,FB,Germany,0,157.63,1
City Hotel,93,Oct,4,7,2,2.0,SC,UK,0,82.78,0
Resort Hotel,58,Mar,0,6,4,1.0,SC,Germany,0,105.2,1
Resort Hotel,295,Jan,1,4,3,0.0,SC,Germany,1,156.17,0
City Hotel,262,May,0,8,4,1.0,BB,UAE,1,84.05,0
City Hotel,176,Sep,2,5,4,1.0,FB,UAE,1,185.19,0
City Hotel,8,Apr,4,8,3,3.0,SC,,0,88.08,1
City Hotel,70,Feb,3,8,3,1.0,BB,UAE,0,97.78,1
City Hotel,55,Jul,2,9,2,,BB,Germany,1,128.38,1
Resort Hotel,350,Dec,0,9,4,3.0,FB,Germany,2,57.59,1
City Hotel,61,Aug,0,7,2,2.0,HB,India,2,61.25,1
Resort Hotel,254,Nov,3,7,3,3.0,FB,USA,0,200.04,1
City Hotel,339,Feb,0,6,1,2.0,FB,India,0,125.38,0
Resort Hotel,350,Nov,0,9,1,0.0,FB,France,0,156.66,1
Resort Hotel,304,Nov,4,8,2,1.0,HB,India,1,151.23,0
Resort Hotel,322,Oct,0,1,4,1.0,FB,USA,1,126.08,1
Resort Hotel,107,Nov,1,8,2,2.0,FB,India,1,116.3,1
Resort Hotel,152,Sep,3,2,4,2.0,SC,France,0,83.97,1
City Hotel,284,Oct,2,9,1,1.0,FB,Germany,2,174.46,1
City Hotel,34,Aug,3,6,1,0.0,FB,Germany,1,101.11,1
City Hotel,313,Apr,2,5,2,2.0,FB,India,2,98.66,0
City Hotel,67,Dec,4,7,4,0.0,SC,France,2,14.42,0
Resort Hotel,282,Apr,0,4,4,3.0,HB,USA,2,178.2,1
Resort Hotel,191,May,2,9,4,0.0,FB,France,2,114.3,0
City Hotel,150,Jan,2,8,4,3.0,SC,India,2,89.07,1
City Hotel,107,Jul,4,1,1,1.0,FB,UK,1,192.94,1
City Hotel,206,Dec,3,1,1,,BB,,2,40.57,0
City Hotel,37,Apr,3,3,1,1.0,SC,UAE,0,69.82,0
Resort Hotel,131,Jan,3,8,2,0.0,FB,France,1,66.33,0
City Hotel,346,Apr,0,8,1,,BB,,2,138.31,1
Resort Hotel,232,Apr,4,2,3,1.0,FB,France,2,122.45,0
City Hotel,64,Jan,2,1,2,1.0,FB,India,1,127.19,1
City Hotel,364,Sep,3,4,3,1.0,FB,USA,2,160.13,1
Resort Hotel,218,Aug,3,2,4,3.0,SC,UK,0,125.82,0
Resort Hotel,104,Sep,3,5,3,1.0,SC,Germany,2,124.76,0
City Hotel,58,Jul,1,7,4,2.0,SC,UK,1,37.36,1
Resort Hotel,342,Dec,0,5,1,1.0,BB,Germany,1,132.2,0
City Hotel,52,May,3,1,3,3.0,HB,India,1,78.79,0
Resort Hotel,267,Jul,1,5,2,3.0,HB,Germany,0,130.73,1
Resort Hotel,265,Feb,4,6,4,1.0,SC,USA,2,137.31,1
Resort Hotel,326,Oct,2,9,2,2.0,HB,India,1,149.71,1
Resort Hotel,71,Jul,3,1,2,,FB,UK,0,225.77,0
Resort Hotel,110,Apr,0,3,2,2.0,HB,UK,0,186.23,0
Resort Hotel,146,Dec,3,5,1,0.0,HB,France,1,172.39,1
Resort Hotel,65,May,0,1,2,3.0,BB,UAE,1,92.84,0
Resort Hotel,79,Nov,1,7,3,3.0,HB,Germany,0,212.42,0
City Hotel,310,Jul,0,1,1,3.0,SC,India,1,135.31,1
City Hotel,327,Feb,4,3,4,1.0,FB,UAE,1,212.23,1
City Hotel,137,May,0,1,4,1.0,FB,Germany,0,149.25,0
City Hotel,172,Dec,2,9,2,3.0,SC,USA,2,16.02,0
Resort Hotel,139,Feb,1,7,4,0.0,SC,USA,1,157.74,0
Resort Hotel,131,Oct,0,9,4,1.0,FB,,0,134.46,1
City Hotel,205,Jun,3,9,3,2.0,BB,India,1,101.14,0
Resort Hotel,261,Oct,4,9,3,2.0,SC,India,1,140.75,1
City Hotel,160,Aug,2,5,2,2.0,FB,Germany,2,117.82,0
City Hotel,150,Jul,0,7,2,0.0,BB,France,1,137.99,0
City Hotel,310,Dec,0,6,3,0.0,FB,UAE,1,104.58,1
City Hotel,107,May,2,6,3,0.0,FB,UK,1,117.85,0
Resort Hotel,26,Mar,2,3,2,3.0,BB,India,0,99.65,0
Resort Hotel,67,Apr,0,6,3,1.0,SC,India,1,99.05,0
City Hotel,182,Feb,3,6,2,3.0,SC,India,1,124.93,0
Resort Hotel,127,Jun,3,5,1,0.0,HB,France,0,146.18,1
Resort Hotel,136,Aug,3,4,1,2.0,SC,UAE,1,71.83,0
Resort Hotel,24,Aug,0,5,4,0.0,SC,USA,1,107.4,1
City Hotel,269,Sep,1,7,4,2.0,BB,UK,1,112.45,1
City Hotel,331,May,0,4,2,1.0,BB,USA,2,162.76,0
Resort Hotel,230,Dec,1,9,2,3.0,FB,UAE,0,130.96,0
Resort Hotel,109,Oct,3,4,2,0.0,BB,UAE,0,72.03,0
Resort Hotel,188,Nov,0,9,4,3.0,BB,UAE,0,131.63,1
City Hotel,235,Jun,3,9,3,,FB,Germany,2,138.24,0
City Hotel,142,Feb,0,7,3,2.0,FB,India,0,151.02,0
City Hotel,46,Oct,3,7,4,2.0,HB,Germany,0,95.8,1
Resort Hotel,243,Apr,2,1,1,0.0,BB,UAE,0,133.05,0
Resort Hotel,261,Mar,0,2,2,3.0,HB,Germany,1,126.34,0
City Hotel,239,Sep,1,3,2,1.0,HB,India,2,127.1,1
City Hotel,141,Jun,3,3,4,0.0,HB,UAE,1,121.79,1
City Hotel,152,Jun,4,3,2,1.0,SC,France,0,206.47,0
City Hotel,29,Apr,1,9,3,3.0,FB,Germany,1,215.45,0
City Hotel,19,Jun,4,2,2,3.0,BB,France,0,162.23,0
Resort Hotel,81,Nov,3,1,3,3.0,HB,USA,1,112.08,0
City Hotel,176,Jan,0,1,4,2.0,FB,UK,1,147.05,1
Resort Hotel,221,Sep,0,6,1,0.0,FB,UK,2,112.77,1
City Hotel,288,Mar,0,7,2,0.0,SC,UK,0,116.85,0
Resort Hotel,46,May,4,2,4,2.0,BB,UK,2,,1
City Hotel,81,Jul,3,2,2,1.0,HB,UAE,0,55.71,1
City Hotel,71,Feb,2,8,3,0.0,SC,France,0,,0
Resort Hotel,230,Apr,0,7,2,0.0,FB,USA,0,100.72,0
City Hotel,325,Jun,3,4,4,0.0,HB,France,1,91.4,0
City Hotel,123,Jan,2,7,4,3.0,BB,Germany,2,90.36,0
City Hotel,23,Jun,2,4,3,1.0,SC,India,0,170.06,1
City Hotel,98,May,3,5,2,3.0,HB,UAE,0,86.83,0
City Hotel,189,Feb,0,8,1,2.0,FB,Germany,1,,0
City Hotel,132,Jun,0,4,4,2.0,HB,France,0,164.49,1
Resort Hotel,130,May,1,7,2,3.0,SC,Germany,0,112.28,1
City Hotel,349,Jan,3,2,3,2.0,FB,Germany,1,93.28,0
City Hotel,186,Dec,2,2,4,3.0,HB,,1,,0
Resort Hotel,329,Nov,4,9,2,,BB,USA,1,155.9,0
Resort Hotel,28,Jun,4,8,3,1.0,SC,USA,2,115.88,1
Resort Hotel,161,Jul,0,3,2,2.0,SC,India,2,118.83,0
Resort Hotel,279,Sep,1,7,3,0.0,SC,UK,2,117.99,0
City Hotel,84,Nov,4,1,2,1.0,SC,UAE,0,129.25,0
Resort Hotel,287,Feb,0,4,1,2.0,BB,UAE,2,,1
Resort Hotel,48,Jun,1,4,2,2.0,FB,France,0,52.44,0
City Hotel,46,Jun,4,8,3,0.0,BB,France,2,127.57,1
Resort Hotel,45,Jan,2,4,1,0.0,BB,USA,0,87.61,1
City Hotel,218,Aug,4,9,1,,HB,USA,0,131.46,0
City Hotel,95,May,4,7,4,1.0,HB,India,1,70.32,1
City Hotel,307,Feb,4,5,4,2.0,HB,France,2,152.04,1
Resort Hotel,303,May,4,8,4,3.0,HB,France,1,89.89,0
City Hotel,317,Apr,0,4,3,1.0,HB,India,0,107.44,1
Resort Hotel,178,Jul,3,6,3,3.0,BB,UAE,0,82.37,1
Resort Hotel,35,Oct,2,5,2,3.0,SC,India,2,160.56,1
Resort Hotel,56,Aug,3,3,1,0.0,BB,Germany,0,136.55,1
City Hotel,59,Jan,0,8,3,3.0,FB,India,2,75.88,1
Resort Hotel,20,Jan,4,6,2,1.0,HB,Germany,2,210.46,1
Resort Hotel,176,Aug,1,4,2,1.0,FB,UAE,2,84.22,1
Resort Hotel,86,Nov,1,1,3,3.0,SC,France,1,84.49,0
Resort Hotel,148,Dec,3,1,1,1.0,HB,Germany,2,136.18,1
City Hotel,62,Apr,1,3,3,1.0,SC,UK,2,170.47,0
Resort Hotel,94,Aug,3,8,2,0.0,HB,USA,2,123.98,0
City Hotel,14,Jul,2,8,3,1.0,BB,Germany,2,131.92,1
Resort Hotel,105,Sep,1,2,4,0.0,SC,UK,2,127.13,1
City Hotel,178,Jul,4,1,2,,HB,India,1,99.31,0
City Hotel,209,Apr,0,5,3,3.0,HB,India,2,126.5,1
City Hotel,69,Dec,2,1,3,2.0,BB,India,0,164.79,1
Resort Hotel,63,May,1,8,1,3.0,HB,India,0,183.22,1
City Hotel,171,Jul,1,9,1,3.0,SC,UK,2,145.66,1
Resort Hotel,283,Feb,3,2,4,1.0,BB,USA,2,163.35,1
City Hotel,317,Mar,2,4,2,0.0,HB,UAE,2,145.67,0
City Hotel,310,Mar,0,6,4,0.0,SC,UAE,2,105.11,0
Resort Hotel,187,Sep,0,7,4,2.0,SC,Germany,2,156.49,0
City Hotel,236,Feb,3,5,4,2.0,BB,,0,69.39,0
City Hotel,167,Apr,3,1,1,3.0,SC,Germany,2,112.57,1
Resort Hotel,212,Aug,3,7,3,3.0,FB,USA,2,194.88,1
City Hotel,117,Jan,1,7,4,0.0,HB,UK,2,108.05,1
City Hotel,233,Sep,2,5,1,0.0,FB,UK,0,123.46,0
Resort Hotel,163,Jun,0,2,3,1.0,SC,India,0,90.77,0
Resort Hotel,81,Dec,4,2,3,0.0,HB,France,2,77.6,1
City Hotel,265,Apr,0,9,2,0.0,HB,UK,0,130.78,1
Resort Hotel,363,May,2,9,1,2.0,FB,UK,2,126.46,1
Resort Hotel,123,Jul,3,4,4,0.0,FB,India,0,174.6,1
Resort Hotel,60,Nov,1,4,2,3.0,BB,France,2,59.3,1
City Hotel,62,Dec,0,7,3,3.0,HB,UK,1,141.64,0
Resort Hotel,255,Aug,4,5,4,2.0,FB,UK,0,137.36,0
Resort Hotel,106,May,1,1,4,1.0,HB,USA,1,99.18,1
Resort Hotel,324,Jul,0,5,3,3.0,BB,Germany,0,151.54,0
Resort Hotel,144,Mar,2,4,2,2.0,FB,Germany,1,59.74,0
City Hotel,236,Feb,0,3,2,,SC,UAE,0,65.95,0
City Hotel,352,Feb,4,1,2,2.0,BB,USA,0,46.28,1
Resort Hotel,32,Oct,1,9,3,2.0,HB,UAE,2,101.98,0
City Hotel,358,Dec,0,4,1,1.0,SC,UAE,0,131.24,1
Resort Hotel,247,Mar,4,3,3,0.0,SC,,0,130.4,0
City Hotel,232,Jun,0,8,3,2.0,BB,India,1,96.51,1
City Hotel,38,Nov,0,7,4,0.0,BB,France,1,187.18,0
Resort Hotel,167,Oct,3,6,3,0.0,BB,UK,1,125.66,1
Resort Hotel,105,Jan,4,6,3,,BB,Germany,1,43.85,0
Resort Hotel,16,Mar,0,2,1,,HB,UK,2,199.44,0
Resort Hotel,54,Mar,1,9,3,2.0,BB,USA,1,189.04,1
Resort Hotel,254,Feb,2,1,4,2.0,SC,USA,2,155.55,1
City Hotel,237,Jan,3,4,2,,SC,Germany,2,134.32,1
Resort Hotel,18,Jan,3,4,4,2.0,BB,USA,1,126.27,0
Resort Hotel,260,Jan,3,9,1,0.0,BB,,1,77.06,1
City Hotel,37,Aug,2,3,4,1.0,BB,,1,124.95,1
Resort Hotel,296,Jun,4,9,2,1.0,BB,,0,122.02,0
City Hotel,63,Sep,1,2,2,3.0,SC,USA,1,130.85,1
City Hotel,68,Dec,2,1,3,2.0,BB,India,1,100.7,1
Resort Hotel,176,Nov,1,7,4,0.0,HB,UAE,2,48.13,1
Resort Hotel,19,Mar,1,2,4,1.0,BB,India,1,157.59,1
Resort Hotel,86,Jul,3,1,4,3.0,HB,Germany,0,114.35,1
City Hotel,235,Jun,0,9,1,2.0,BB,UK,1,105.13,1
Resort Hotel,309,Sep,1,8,3,0.0,HB,UK,1,138.02,1
City Hotel,146,Sep,1,3,1,0.0,FB,USA,2,,0
Resort Hotel,295,Nov,1,2,1,3.0,HB,UAE,0,89.8,0
Resort Hotel,92,Sep,1,1,2,2.0,SC,Germany,0,143.88,0
City Hotel,329,Jul,3,4,1,3.0,FB,UK,1,142.86,1
City Hotel,337,Sep,1,6,2,0.0,FB,Germany,0,139.41,0
City Hotel,271,Jul,0,2,4,2.0,HB,UK,1,135.34,0
Resort Hotel,73,Sep,4,6,3,2.0,FB,India,2,143.73,0
City Hotel,359,Feb,4,5,2,1.0,FB,Germany,0,119.98,0
Resort Hotel,275,Feb,1,1,2,1.0,SC,,1,,1
Resort Hotel,75,Jul,3,7,1,3.0,SC,France,2,121.05,0
City Hotel,85,Oct,0,7,4,2.0,SC,USA,2,184.47,0
Resort Hotel,191,Jun,0,5,1,0.0,FB,USA,1,174.79,1
Resort Hotel,338,Jun,1,4,2,1.0,BB,Germany,2,172.46,1
Resort Hotel,282,May,3,2,3,0.0,SC,France,2,37.16,1
City Hotel,177,Jan,4,7,4,2.0,BB,India,1,93.07,0
Resort Hotel,246,Jul,2,8,4,2.0,SC,USA,0,198.79,1
City Hotel,260,Feb,1,9,2,0.0,HB,Germany,0,57.7,1
City Hotel,145,Aug,1,6,3,3.0,HB,UAE,2,207.55,1
Resort Hotel,247,Oct,1,2,3,1.0,BB,USA,1,136.74,0
Resort Hotel,129,Jul,3,1,1,1.0,SC,Germany,0,117.86,1
Resort Hotel,77,Dec,2,2,3,1.0,HB,UAE,0,95.67,1
Resort Hotel,202,Feb,3,3,2,3.0,SC,France,2,121.14,1
City Hotel,81,Feb,1,1,1,1.0,HB,UK,2,118.08,0
City Hotel,119,Oct,2,5,4,0.0,SC,UK,0,86.16,0
City Hotel,213,Aug,0,7,1,1.0,SC,UAE,1,69.05,0
City Hotel,107,Dec,0,9,1,0.0,BB,UK,1,68.52,0
City Hotel,137,Dec,2,6,3,1.0,BB,UK,2,171.75,0
City Hotel,95,May,1,8,2,1.0,SC,India,0,146.51,0
Resort Hotel,99,Aug,3,2,4,0.0,BB,Germany,0,136.83,0
City Hotel,177,Jan,1,5,2,3.0,BB,India,2,79.21,1
Resort Hotel,48,Sep,2,9,1,0.0,FB,UK,2,136.24,0
City Hotel,176,Aug,1,7,3,3.0,BB,UK,0,187.36,0
City Hotel,45,Jun,1,7,2,0.0,BB,France,1,105.39,0
Resort Hotel,258,Aug,0,3,4,2.0,BB,USA,2,113.42,1
City Hotel,314,Jan,4,3,3,0.0,BB,UK,1,138.06,1
City Hotel,166,Nov,3,2,4,2.0,BB,India,1,60.15,0
Resort Hotel,3,Aug,1,9,4,0.0,FB,,0,181.06,1
Resort Hotel,218,Jan,0,4,1,0.0,SC,India,1,154.75,1
City Hotel,187,Dec,4,9,2,0.0,BB,UAE,1,146.8,0
City Hotel,97,Apr,0,4,2,2.0,FB,India,0,123.12,1
Resort Hotel,191,Oct,1,8,4,2.0,FB,France,2,69.28,0
City Hotel,350,Dec,3,1,3,2.0,SC,India,1,143.84,0
City Hotel,43,Mar,4,1,3,0.0,FB,UAE,2,111.38,1
Resort Hotel,260,Nov,1,6,1,0.0,SC,Germany,0,160.54,0
City Hotel,171,Mar,2,6,1,2.0,SC,UAE,0,111.24,1
City Hotel,237,Oct,1,7,2,2.0,HB,Germany,0,211.38,1
Resort Hotel,189,Sep,0,7,4,0.0,SC,France,0,91.35,0
Resort Hotel,342,Aug,1,3,2,,SC,Germany,0,95.09,0
City Hotel,305,Oct,2,9,1,1.0,SC,UAE,2,87.88,1
Resort Hotel,20,Dec,2,9,2,3.0,SC,France,2,215.16,1
City Hotel,341,Aug,1,3,4,2.0,FB,France,0,79.17,1
City Hotel,173,Nov,2,7,2,0.0,BB,France,1,179.06,0
Resort Hotel,145,Jul,0,4,4,1.0,BB,UAE,0,13.13,1
City Hotel,66,Aug,2,6,3,1.0,HB,UAE,0,118.07,0
City Hotel,226,Aug,2,6,2,2.0,BB,Germany,1,,0
City Hotel,281,Oct,3,5,3,3.0,FB,UAE,1,130.35,1
Resort Hotel,127,Jun,0,6,1,0.0,FB,UK,0,179.12,0
City Hotel,130,Aug,2,7,1,0.0,FB,Germany,0,88.76,1
City Hotel,254,Feb,1,2,4,2.0,SC,France,1,118.38,0
City Hotel,73,Jul,2,7,1,2.0,FB,USA,1,121.3,0
City Hotel,148,Mar,4,7,3,0.0,HB,Germany,0,135.13,0
Resort Hotel,79,Aug,4,7,4,1.0,FB,USA,0,,0
City Hotel,282,May,0,5,4,2.0,SC,Germany,1,116.32,1
Resort Hotel,320,Nov,4,3,4,0.0,BB,France,0,84.01,1
City Hotel,109,May,4,5,1,1.0,SC,Germany,2,157.95,0
Resort Hotel,124,Mar,2,1,4,1.0,SC,India,0,128.6,1
Resort Hotel,85,Jan,0,5,4,1.0,BB,India,1,103.6,1
City Hotel,98,Feb,3,3,3,,FB,France,2,92.48,1
City Hotel,152,Dec,2,7,4,1.0,HB,,0,118.8,1
City Hotel,81,Feb,3,4,2,3.0,HB,USA,1,113.0,1
Resort Hotel,359,Jul,1,6,4,0.0,FB,UAE,2,166.56,0
City Hotel,17,Feb,4,6,4,0.0,FB,Germany,1,103.62,1
Resort Hotel,101,Jul,2,4,3,1.0,FB,France,0,83.85,1
City Hotel,70,Jan,0,1,2,,BB,USA,2,114.15,1
Resort Hotel,320,Feb,4,3,1,0.0,BB,Germany,0,55.72,1
City Hotel,362,Jul,1,3,2,0.0,HB,Germany,2,154.62,0
City Hotel,357,Jul,4,6,4,2.0,SC,UK,0,,1
City Hotel,238,Feb,4,8,2,1.0,BB,USA,2,188.53,0
Resort Hotel,57,Dec,3,2,1,1.0,HB,Germany,1,33.75,0
City Hotel,130,Oct,1,6,2,3.0,HB,UK,0,104.28,0
Resort Hotel,105,Jul,0,7,2,0.0,HB,India,0,152.57,1
City Hotel,82,Sep,4,3,4,0.0,BB,,1,,1
Resort Hotel,50,Aug,4,1,3,0.0,BB,USA,0,86.71,0
Resort Hotel,297,Jun,0,2,4,2.0,HB,UK,2,129.89,0
City Hotel,346,Apr,0,5,4,2.0,SC,India,1,142.29,1
Resort Hotel,332,Nov,2,1,2,3.0,HB,,2,112.9,0
Resort Hotel,145,Mar,2,4,1,1.0,SC,USA,1,94.57,0
City Hotel,206,Aug,4,6,3,1.0,FB,France,2,81.82,1
Resort Hotel,90,Mar,2,1,4,2.0,HB,UK,0,152.36,0
City Hotel,170,Dec,4,6,2,2.0,HB,USA,2,162.69,1
City Hotel,238,Nov,0,8,4,,FB,Germany,0,192.38,1
City Hotel,166,May,2,1,1,1.0,HB,UK,1,130.38,0
Resort Hotel,142,Nov,1,8,4,3.0,BB,India,2,,1
Resort Hotel,187,Mar,1,8,3,1.0,BB,UK,2,72.05,0
Resort Hotel,155,Sep,0,2,3,1.0,HB,USA,0,111.17,0
City Hotel,264,Nov,4,3,2,3.0,FB,France,1,124.93,0
Resort Hotel,87,Jul,1,6,4,0.0,FB,France,0,128.57,1
City Hotel,233,Mar,2,8,3,1.0,BB,UAE,1,103.72,0
Resort Hotel,309,Oct,3,5,4,,BB,Germany,0,188.64,1
City Hotel,203,Jul,4,9,3,1.0,FB,USA,0,173.38,0
Resort Hotel,133,Apr,2,4,1,1.0,SC,UAE,0,174.56,0
Resort Hotel,133,Jan,4,4,1,1.0,SC,UK,2,108.43,0
City Hotel,338,Apr,2,8,3,0.0,HB,India,2,130.12,1
Resort Hotel,304,Nov,0,5,3,2.0,HB,UK,0,100.35,1
Resort Hotel,247,Oct,0,8,4,0.0,SC,UK,1,111.92,1
City Hotel,250,Nov,0,1,4,1.0,SC,India,2,170.97,0
City Hotel,243,Nov,0,5,3,2.0,HB,Germany,0,,1
Resort Hotel,280,Aug,2,8,3,0.0,HB,UAE,1,120.09,0
Resort Hotel,201,Jun,1,8,4,3.0,SC,France,1,113.26,0
City Hotel,206,Jan,2,7,3,2.0,FB,UAE,1,104.0,1
Resort Hotel,298,Jan,2,3,1,0.0,FB,France,0,151.13,0
Resort Hotel,137,Apr,3,7,4,2.0,FB,UAE,2,116.19,0
Resort Hotel,197,Nov,3,3,1,1.0,HB,UAE,1,121.92,1
City Hotel,91,Jun,2,6,4,0.0,HB,UK,0,161.19,1
Resort Hotel,220,Apr,0,9,3,3.0,SC,UAE,0,126.25,0
Resort Hotel,137,Nov,3,8,2,0.0,SC,USA,0,189.54,0
City Hotel,333,Sep,3,4,4,0.0,BB,France,0,67.84,1
City Hotel,61,Feb,2,5,4,2.0,FB,UAE,0,,0
City Hotel,339,Jun,4,4,2,1.0,FB,Germany,2,151.64,1
Resort Hotel,72,Jul,3,6,2,,HB,Germany,2,149.9,0
Resort Hotel,311,Apr,0,8,1,1.0,HB,India,0,87.25,0
City Hotel,364,Dec,2,6,3,3.0,HB,USA,2,141.29,0
City Hotel,281,May,4,5,2,3.0,HB,France,0,62.94,0
City Hotel,127,May,1,9,4,3.0,FB,USA,1,139.84,0
Resort Hotel,199,Feb,0,7,2,1.0,SC,France,2,91.45,0
City Hotel,312,May,0,3,2,3.0,HB,India,2,157.4,1
City Hotel,283,Oct,2,2,3,0.0,BB,USA,0,67.46,1
Resort Hotel,243,Nov,1,5,3,0.0,HB,USA,0,101.84,1
Resort Hotel,151,May,0,5,1,2.0,BB,France,2,96.77,1
City Hotel,40,May,0,6,3,0.0,SC,UK,1,127.37,1
City Hotel,58,Apr,2,1,1,3.0,BB,France,2,109.18,1
City Hotel,36,Oct,0,5,2,3.0,SC,USA,2,136.62,0
City Hotel,253,Apr,4,7,1,3.0,HB,India,2,86.97,1
City Hotel,202,Jul,1,9,1,1.0,HB,India,1,181.44,0
City Hotel,239,Jun,3,3,3,3.0,BB,UK,1,146.56,1
City Hotel,168,Nov,3,7,2,0.0,SC,UK,0,80.77,1
Resort Hotel,111,Aug,1,7,1,1.0,HB,USA,2,176.94,1
Resort Hotel,213,Jan,4,7,2,3.0,BB,UK,0,120.5,1
City Hotel,167,Oct,2,4,4,3.0,BB,India,1,146.98,0
City Hotel,296,Feb,2,3,4,1.0,SC,USA,2,116.78,0
Resort Hotel,285,Nov,3,1,4,2.0,HB,UAE,2,,1
City Hotel,301,Nov,0,6,2,1.0,SC,UAE,2,220.18,0
Resort Hotel,91,Feb,1,4,4,1.0,BB,UK,2,152.44,0
Resort Hotel,34,Feb,4,8,3,3.0,BB,India,0,196.62,0
City Hotel,90,Mar,2,6,2,2.0,BB,UK,2,149.97,1
City Hotel,15,Jun,1,6,4,1.0,SC,India,1,107.34,1
City Hotel,70,Mar,0,8,4,3.0,SC,UAE,0,113.78,0
Resort Hotel,217,Jul,3,5,1,2.0,FB,USA,2,130.92,1
City Hotel,338,Mar,0,8,2,0.0,HB,India,0,65.3,1
City Hotel,71,Jun,4,1,4,0.0,HB,UAE,0,116.79,1
City Hotel,130,Feb,3,2,2,3.0,FB,Germany,2,166.02,0
Resort Hotel,354,Feb,0,8,2,0.0,BB,France,1,,0
Resort Hotel,129,Mar,4,1,3,1.0,FB,India,2,84.14,0
Resort Hotel,121,Dec,4,5,4,0.0,SC,,2,167.5,1
Resort Hotel,182,Aug,4,5,3,3.0,BB,UK,1,104.55,0
City Hotel,125,Sep,1,2,4,3.0,HB,UAE,2,14.6,0
City Hotel,110,Feb,4,2,2,0.0,HB,UAE,1,94.93,0
Resort Hotel,234,Jul,2,1,2,0.0,HB,France,0,153.52,1
City Hotel,164,Jan,4,4,2,3.0,SC,India,1,94.91,0
City Hotel,28,Apr,0,6,2,3.0,BB,India,0,129.17,0
Resort Hotel,215,Jun,2,3,4,2.0,FB,USA,1,102.27,0
Resort Hotel,103,Jul,3,4,1,3.0,SC,India,0,108.77,0
Resort Hotel,165,Mar,2,8,2,1.0,SC,France,1,154.38,1
Resort Hotel,59,Dec,0,2,4,1.0,FB,UK,0,206.0,0
Resort Hotel,44,Mar,3,9,2,3.0,FB,USA,2,102.37,0
Resort Hotel,140,May,0,6,1,2.0,BB,France,1,87.6,0
Resort Hotel,32,Mar,0,9,4,3.0,HB,India,1,137.73,0
Resort Hotel,249,Sep,1,1,2,3.0,HB,UAE,0,124.78,0
City Hotel,294,Feb,1,4,3,1.0,SC,France,1,149.94,1
Resort Hotel,31,Oct,0,7,1,3.0,HB,France,1,187.65,1
City Hotel,18,Dec,4,9,3,1.0,HB,UAE,1,167.48,0
Resort Hotel,157,Jul,1,1,3,0.0,FB,UK,1,104.71,1
Resort Hotel,226,Jul,0,1,2,3.0,HB,UAE,1,138.63,1
Resort Hotel,307,Mar,2,3,3,0.0,HB,UAE,0,122.81,1
Resort Hotel,91,Aug,0,6,4,1.0,HB,India,1,,1
Resort Hotel,319,Dec,0,5,1,2.0,HB,Germany,2,146.68,0
Resort Hotel,247,Nov,3,5,4,2.0,BB,UAE,2,95.35,0
City Hotel,337,Dec,1,9,3,0.0,SC,USA,2,229.74,1
Resort Hotel,20,Mar,3,3,4,3.0,BB,UAE,0,126.29,1
Resort Hotel,159,May,4,5,1,0.0,FB,UAE,1,124.94,1
City Hotel,31,Jan,0,7,3,3.0,HB,UK,1,129.56,1
City Hotel,186,Oct,1,2,1,1.0,BB,USA,1,171.64,1
Resort Hotel,341,Apr,1,7,2,2.0,FB,UAE,1,85.87,1
City Hotel,224,Feb,1,1,2,3.0,BB,India,0,122.6,1
City Hotel,268,Dec,0,7,4,2.0,SC,UAE,2,62.44,1
Resort Hotel,43,May,0,2,4,,FB,UAE,0,98.85,1
City Hotel,49,Apr,2,7,3,2.0,SC,USA,1,143.0,1
City Hotel,363,Apr,3,3,3,2.0,FB,France,1,97.57,1
Resort Hotel,296,Apr,3,5,2,0.0,HB,France,1,122.97,0
Resort Hotel,198,May,0,9,2,2.0,FB,France,2,102.05,1
City Hotel,191,Sep,4,1,1,,HB,Germany,1,160.39,0
City Hotel,230,Sep,1,6,2,2.0,HB,France,1,73.09,0
